Gene,adj.P.Val,P.Value,t,B,logFC
ASXL1,0.959,0.172768,-1.4086402,-4.46,-0.11776447
PLCE1,0.959,0.172776,1.4086127,-4.46,0.08870554
CYP27B1,0.959,0.172797,-1.4085404,-4.46,-0.09752474
GALK1,0.959,0.172853,1.4083513,-4.46,0.13599668
PBK,0.959,0.172965,1.4079659,-4.46,0.09435706
C15orf38-AP3S2///AP3S2,0.959,0.17297,-1.4079496,-4.46,-0.0959302
DBF4,0.959,0.173031,-1.4077408,-4.46,-0.19525051
SAP130,0.959,0.17308,-1.4075747,-4.46,-0.16728563
SLC12A3,0.959,0.173089,1.4075426,-4.46,0.10921392
LEPROT///LEPR,0.959,0.173214,1.4071169,-4.46,0.111127
TRIM10,0.959,0.173265,-1.4069433,-4.46,-0.10284681
TNFSF11,0.959,0.173341,-1.4066832,-4.46,-0.09202967
EFL1,0.959,0.173361,-1.4066159,-4.47,-0.12471766
STK11,0.959,0.173402,1.4064748,-4.47,0.08954129
ZNF516,0.959,0.173408,-1.4064539,-4.47,-0.18888383
HCCS,0.959,0.173423,1.4064014,-4.47,0.11750832
ELMO2,0.959,0.173434,-1.4063639,-4.47,-0.11104345
ZWILCH,0.959,0.173454,-1.4062961,-4.47,-0.15501628
SLC25A1,0.959,0.173473,1.4062313,-4.47,0.10199962
TNFRSF13B,0.959,0.17355,1.4059713,-4.47,0.16927533
ITGB3,0.959,0.17355,1.4059686,-4.47,0.09656363
ZFHX2,0.959,0.173566,1.4059166,-4.47,0.11975241
FGFR2,0.959,0.173598,1.4058073,-4.47,0.10648475
CFHR2,0.959,0.173617,1.4057417,-4.47,0.09909406
XAB2,0.959,0.173676,-1.4055388,-4.47,-0.14537654
FAM86C1,0.959,0.17371,-1.4054238,-4.47,-0.0957881
LOC440792,0.959,0.173832,1.40501,-4.47,0.15224962
SLC22A8,0.959,0.173934,1.4046616,-4.47,0.15315652
ARPC2,0.959,0.173973,1.4045293,-4.47,0.15045719
ZNF335,0.959,0.174102,1.4040892,-4.47,0.13698778
GFOD1,0.959,0.174134,1.4039823,-4.47,0.21813245
MLNR,0.959,0.174134,1.4039816,-4.47,0.1072423
MPHOSPH10,0.959,0.174167,-1.4038683,-4.47,-0.13930402
ZNF195,0.959,0.174182,-1.4038171,-4.47,-0.17376752
LAT2,0.959,0.174207,1.4037333,-4.47,0.16809521
USF2,0.959,0.174241,1.4036175,-4.47,0.09038391
RALA,0.959,0.174301,-1.4034131,-4.47,-0.16976948
ENDOD1,0.959,0.174307,-1.4033945,-4.47,-0.23842287
PIK3CG,0.959,0.174364,-1.4031992,-4.47,-0.13433275
APC2,0.959,0.174371,1.4031763,-4.47,0.11436405
MAGEA2B///MAGEA2,0.959,0.174472,-1.4028325,-4.47,-0.09097013
OGFR,0.959,0.174527,1.4026459,-4.47,0.10866361
TSPYL1,0.959,0.17456,-1.4025329,-4.47,-0.1897934
CRYBA4,0.959,0.174563,1.4025226,-4.47,0.12434173
TNFSF15,0.959,0.174565,1.4025187,-4.47,0.08787453
XPO4,0.959,0.174579,-1.402471,-4.47,-0.11732645
SRRM2,0.959,0.174596,-1.4024124,-4.47,-0.21056957
SLC30A5,0.959,0.174601,1.4023963,-4.47,0.11022696
,0.959,0.174692,-1.4020866,-4.47,-0.16838412
RBM8A,0.959,0.174773,-1.4018102,-4.47,-0.16290503
SNRPF,0.959,0.174797,1.4017307,-4.47,0.1494874
IPO7,0.959,0.174798,-1.4017267,-4.47,-0.20094194
TFCP2,0.959,0.174811,-1.4016835,-4.47,-0.18268595
IQCK,0.959,0.174851,1.4015481,-4.47,0.11466155
VCAN,0.959,0.174896,-1.4013933,-4.47,-0.26217337
OPRD1,0.959,0.174969,1.4011471,-4.47,0.13652821
MIA3,0.959,0.174976,-1.4011254,-4.47,-0.12376547
SEC14L1,0.959,0.174981,-1.401106,-4.47,-0.19530649
THBS4,0.959,0.174989,1.4010784,-4.47,0.11760807
,0.959,0.175139,1.4005709,-4.47,0.12638938
AGGF1,0.959,0.175251,1.4001926,-4.47,0.10863233
RPN2,0.959,0.175374,-1.3997772,-4.47,-0.17279701
CNGB3,0.959,0.175455,1.3995026,-4.47,0.08273909
CNOT1,0.959,0.175532,-1.3992437,-4.47,-0.11985669
SORCS3,0.959,0.175545,1.3991995,-4.47,0.10625138
SLC34A1,0.959,0.175582,1.399074,-4.47,0.08941674
,0.959,0.17564,1.3988778,-4.47,0.07849748
CALU,0.959,0.175723,-1.3985995,-4.47,-0.09642048
MTO1,0.959,0.175749,-1.3985101,-4.47,-0.28122754
IFI16,0.959,0.175824,1.3982573,-4.47,0.1488349
CELF2,0.959,0.175839,-1.3982074,-4.47,-0.11560726
POLR2I,0.959,0.175905,1.3979827,-4.47,0.11616468
HOXA3,0.959,0.175911,1.3979636,-4.47,0.10128169
CEP41,0.959,0.17595,1.3978322,-4.47,0.07953177
KIAA0100,0.959,0.176027,-1.3975713,-4.47,-0.11523762
PLG,0.959,0.176105,1.397309,-4.47,0.13054738
CNR1,0.959,0.176136,1.3972065,-4.47,0.12425551
DNAJC7,0.959,0.176152,-1.39715,-4.47,-0.12054439
,0.959,0.176179,1.3970605,-4.47,0.1008779
PAPOLA,0.959,0.176322,-1.3965788,-4.47,-0.22332144
CSNK1G2,0.959,0.17633,1.3965515,-4.47,0.1111865
KRTAP1-1,0.959,0.176383,1.3963728,-4.47,0.09779444
CR2,0.959,0.176425,-1.3962336,-4.47,-0.22526298
ESRRA,0.959,0.176498,1.3959882,-4.47,0.09177103
CREM,0.959,0.176511,1.3959445,-4.47,0.08948617
ORAI2,0.959,0.176524,1.395899,-4.47,0.13183193
RRAGB,0.959,0.176569,1.3957475,-4.47,0.08432143
COX7A2L,0.959,0.17659,1.3956774,-4.47,0.15447311
PDSS1,0.959,0.176624,1.3955644,-4.47,0.13495207
VWA7,0.959,0.176628,1.3955499,-4.47,0.11360173
ITK,0.959,0.17664,-1.3955093,-4.47,-0.2439827
TLK1,0.959,0.176659,-1.3954456,-4.47,-0.22872372
C1GALT1C1,0.959,0.17689,1.3946683,-4.47,0.19320703
NOTCH2,0.959,0.176921,-1.3945649,-4.47,-0.1812314
UBE2L3,0.959,0.177014,-1.3942532,-4.47,-0.11357851
PLA2R1,0.959,0.177038,1.3941719,-4.47,0.08479781
RSL24D1,0.959,0.177088,1.3940048,-4.47,0.36014714
KDM4B,0.959,0.177116,-1.3939122,-4.47,-0.193573
SNORD83B///SNORD139///RPL3,0.959,0.177129,1.3938668,-4.47,0.17338629
BMP10,0.959,0.177234,-1.3935136,-4.47,-0.12389307
FICD,0.959,0.177323,-1.3932152,-4.48,-0.10834036
PNN,0.959,0.177338,-1.3931676,-4.48,-0.19311032
KCNJ2,0.959,0.177381,1.3930232,-4.48,0.24126844
,0.959,0.177506,-1.392603,-4.48,-0.24647598
EFEMP2,0.959,0.177535,1.3925078,-4.48,0.09440269
MFN1,0.959,0.17755,-1.3924565,-4.48,-0.16037517
IFNB1,0.959,0.177564,1.3924088,-4.48,0.1187356
PI4K2A,0.959,0.177573,1.3923807,-4.48,0.12243543
RPLP0,0.959,0.177582,1.3923501,-4.48,0.18696461
HNF1B,0.959,0.177589,1.3923247,-4.48,0.10078788
ACSL3,0.959,0.17768,-1.3920197,-4.48,-0.14528656
MIR6884///MED24,0.959,0.177707,-1.3919314,-4.48,-0.14694138
COL21A1,0.959,0.177726,1.3918686,-4.48,0.09566095
SPEN,0.959,0.17775,-1.3917868,-4.48,-0.12151403
NOX4,0.959,0.177752,1.3917787,-4.48,0.10793676
ZBTB20,0.959,0.177851,-1.3914497,-4.48,-0.20733848
PRKCI,0.959,0.177852,-1.3914473,-4.48,-0.20930867
FAM124B,0.959,0.177894,1.3913062,-4.48,0.11577101
PEX5,0.959,0.177952,1.3911113,-4.48,0.13352046
NKG7,0.959,0.177989,1.3909871,-4.48,0.22035723
NPC1,0.959,0.177992,-1.3909788,-4.48,-0.18836613
KITLG,0.959,0.1782,1.3902832,-4.48,0.11157215
TDP1,0.959,0.178226,-1.3901981,-4.48,-0.13866057
FOXN3,0.959,0.178307,-1.3899274,-4.48,-0.12004681
PNMA2,0.959,0.178354,1.3897696,-4.48,0.0968472
NEK1,0.959,0.178361,-1.3897444,-4.48,-0.13237538
ACVR1B,0.959,0.178424,-1.3895359,-4.48,-0.12301507
SLC39A6,0.959,0.178439,-1.3894863,-4.48,-0.18352375
APC,0.959,0.178462,-1.389409,-4.48,-0.19068022
AAGAB,0.959,0.178515,1.3892318,-4.48,0.12242465
MLX,0.959,0.178564,1.3890708,-4.48,0.13339043
LRRC40,0.959,0.178576,1.3890302,-4.48,0.08665409
AGPS,0.959,0.178599,-1.3889511,-4.48,-0.13421183
C2CD2,0.959,0.178675,-1.3887,-4.48,-0.15122023
POGK,0.959,0.17869,-1.3886499,-4.48,-0.19382582
MAN1A2,0.959,0.178716,-1.388564,-4.48,-0.09507055
NADSYN1,0.959,0.178857,1.3880923,-4.48,0.11098938
GPR161,0.959,0.178931,1.3878464,-4.48,0.10471621
SIRT5,0.959,0.17894,1.3878175,-4.48,0.08050699
NXN,0.959,0.178968,-1.3877234,-4.48,-0.09451981
ABCC9,0.959,0.178998,1.3876242,-4.48,0.10051079
CIB2,0.959,0.179067,1.3873938,-4.48,0.13035202
MAGEA12,0.959,0.179104,1.387271,-4.48,0.13155632
,0.959,0.179188,1.3869914,-4.48,0.09277151
CD300C,0.959,0.179226,1.3868651,-4.48,0.10496721
VPS52,0.959,0.179323,-1.3865452,-4.48,-0.08573093
TRIM16,0.959,0.179365,1.3864058,-4.48,0.11813521
POM121L9P,0.959,0.179366,1.3864009,-4.48,0.08375011
STOML2,0.959,0.179374,1.386375,-4.48,0.10681295
ILF3,0.959,0.179432,-1.3861803,-4.48,-0.15871687
CES2,0.959,0.179464,-1.386076,-4.48,-0.08357892
DECR2,0.959,0.179534,1.3858418,-4.48,0.1103384
HOXA11,0.959,0.179581,1.3856865,-4.48,0.12741189
PDS5B,0.959,0.17963,-1.3855242,-4.48,-0.1962636
ZNF350,0.959,0.179642,-1.3854845,-4.48,-0.18445592
C7orf43,0.959,0.179678,1.3853664,-4.48,0.09801016
SCAF8,0.959,0.179678,-1.385364,-4.48,-0.18747711
ACTR2,0.959,0.179705,-1.3852772,-4.48,-0.36518998
,0.959,0.179717,1.3852347,-4.48,0.13693395
CXCL14,0.959,0.179721,1.3852224,-4.48,0.13980451
CACNA1B,0.959,0.179757,1.3851039,-4.48,0.16327934
ATG7,0.959,0.179843,-1.3848186,-4.48,-0.13102436
CD69,0.959,0.179861,1.3847593,-4.48,0.30542974
CLEC4M,0.959,0.180036,1.3841808,-4.48,0.1120904
DVL2,0.959,0.180054,1.3841202,-4.48,0.1170372
EWSR1,0.959,0.180102,-1.3839606,-4.48,-0.16573868
,0.959,0.180122,1.3838944,-4.48,0.08480303
VRK3,0.959,0.180137,-1.3838441,-4.48,-0.08625803
MASP1,0.959,0.180199,1.383641,-4.48,0.13224955
SMARCA5,0.959,0.180224,-1.3835585,-4.48,-0.116787
NR2F1,0.959,0.180392,-1.3830023,-4.48,-0.09016943
TP53BP1,0.959,0.180442,-1.3828364,-4.48,-0.12095628
GPR135,0.959,0.180587,1.3823573,-4.48,0.11852663
,0.959,0.180648,-1.3821563,-4.48,-0.10792727
PRPF8,0.959,0.180752,-1.3818137,-4.48,-0.14482174
CALD1,0.959,0.180808,-1.3816282,-4.48,-0.2890841
PIGG,0.959,0.180848,-1.3814946,-4.48,-0.19528694
SLC38A7,0.959,0.180855,-1.3814718,-4.48,-0.07799568
ZNF609,0.959,0.180856,-1.3814675,-4.48,-0.14125123
DYRK2,0.959,0.180899,-1.3813266,-4.48,-0.21529346
CLDN4,0.959,0.180964,1.3811115,-4.48,0.11233535
TMEM183B///TMEM183A,0.959,0.181014,-1.3809493,-4.48,-0.14675145
TBC1D5,0.959,0.181096,1.3806771,-4.48,0.10294719
UGGT1,0.959,0.181126,-1.3805778,-4.48,-0.12766147
GNL1,0.959,0.181133,1.3805544,-4.48,0.11096683
RYR3,0.959,0.181144,1.380521,-4.48,0.09334643
PVR,0.959,0.181326,1.379919,-4.49,0.10151601
SNORA70///RPL10,0.959,0.181327,1.3799182,-4.49,0.08251619
TCEB3,0.959,0.18136,-1.3798083,-4.49,-0.1182117
FHL1,0.959,0.181374,-1.3797636,-4.49,-0.18076334
PDS5A,0.959,0.181374,-1.3797632,-4.49,-0.20369377
APOL2,0.959,0.181384,1.379728,-4.49,0.14364934
TNS3,0.959,0.181437,-1.3795555,-4.49,-0.2410378
USB1,0.959,0.181508,1.3793195,-4.49,0.11499114
CHI3L1,0.959,0.181637,-1.3788977,-4.49,-0.61785622
ATP6V0A4,0.959,0.181641,1.3788841,-4.49,0.10866704
UCP1,0.959,0.181645,1.3788721,-4.49,0.11916084
CAMK2N1,0.959,0.181684,-1.378741,-4.49,-0.14983978
UBE2I,0.959,0.181712,-1.3786515,-4.49,-0.19858208
RYK,0.959,0.181731,1.3785885,-4.49,0.12806387
SBNO1,0.959,0.181772,1.3784542,-4.49,0.09719718
CYFIP1,0.959,0.181885,-1.3780811,-4.49,-0.23409839
RPS5,0.959,0.181893,1.3780562,-4.49,0.19654522
,0.959,0.181904,1.3780191,-4.49,0.09948096
DSC1,0.959,0.181983,-1.3777607,-4.49,-0.21112204
,0.959,0.181986,1.3777518,-4.49,0.10855818
RPLP0,0.959,0.181987,1.3777464,-4.49,0.2008975
ZNF391,0.959,0.182019,1.3776415,-4.49,0.07190373
CNPPD1,0.959,0.182038,1.3775783,-4.49,0.14243374
TOR1AIP2,0.959,0.182113,-1.3773338,-4.49,-0.12044473
NACC2,0.959,0.182135,-1.3772617,-4.49,-0.18202534
,0.959,0.182264,1.3768379,-4.49,0.09797592
GSC2,0.959,0.182269,1.376823,-4.49,0.14900579
PDE8A,0.959,0.182274,-1.3768045,-4.49,-0.1874763
SLC5A3,0.959,0.182472,-1.3761577,-4.49,-0.08981142
NPAT,0.959,0.182557,-1.3758774,-4.49,-0.17239327
PAPOLA,0.959,0.182565,-1.3758531,-4.49,-0.12355499
CAPN3,0.959,0.18257,-1.3758348,-4.49,-0.11420283
SPINK5,0.959,0.182619,1.3756752,-4.49,0.08478289
MTHFD1,0.959,0.182635,-1.3756222,-4.49,-0.13630304
HEY2,0.959,0.182644,1.3755934,-4.49,0.0821413
SLITRK5,0.959,0.182645,1.3755905,-4.49,0.08050513
BNC1,0.959,0.182718,1.3753518,-4.49,0.08002996
GPR157,0.959,0.182724,1.3753299,-4.49,0.14417729
VNN2,0.959,0.182799,1.3750843,-4.49,0.36234455
RPS6KC1,0.959,0.182839,-1.3749543,-4.49,-0.15590677
MRPS34,0.959,0.182946,1.3746055,-4.49,0.09529409
TCF7,0.959,0.182957,-1.3745694,-4.49,-0.17790432
RPL24,0.959,0.182966,1.3745411,-4.49,0.24054651
PRKD3,0.959,0.182969,-1.3745311,-4.49,-0.27004194
URB2,0.959,0.182969,1.3745307,-4.49,0.11640959
ADGRG6,0.959,0.18301,1.3743953,-4.49,0.10171137
MIR7113///MIR4691///NDUFS8,0.959,0.183012,1.3743909,-4.49,0.11855068
HLA-F,0.959,0.183069,1.3742021,-4.49,0.10127783
ITGB3,0.959,0.183084,-1.3741543,-4.49,-0.13030567
SYCP2,0.959,0.183125,1.3740195,-4.49,0.08672409
,0.959,0.183159,1.3739091,-4.49,0.0800036
MAGI2,0.959,0.183194,1.3737949,-4.49,0.07493427
GPAA1,0.959,0.183245,1.3736268,-4.49,0.08412127
SF1,0.959,0.183271,-1.3735446,-4.49,-0.24023805
CFDP1,0.959,0.183297,-1.3734592,-4.49,-0.12842393
CD44,0.959,0.183323,-1.373374,-4.49,-0.15115385
CHMP1A,0.959,0.183353,1.3732763,-4.49,0.10182052
TIAM1,0.959,0.183361,-1.3732496,-4.49,-0.25953937
PLXNA2,0.959,0.183366,1.3732322,-4.49,0.1053638
EN1,0.959,0.183381,1.3731847,-4.49,0.06765122
CXorf36,0.959,0.183439,1.3729963,-4.49,0.09725103
ACTN2,0.959,0.183488,1.3728363,-4.49,0.10790191
ZNF787,0.959,0.183588,1.3725078,-4.49,0.13068419
GCC1,0.959,0.183643,-1.3723288,-4.49,-0.07917671
,0.959,0.183665,1.3722569,-4.49,0.10094614
COPG1,0.959,0.183671,1.3722388,-4.49,0.12064934
MAGI1,0.959,0.183778,1.3718887,-4.49,0.10231419
CACNA1G,0.959,0.183861,1.3716211,-4.49,0.08809023
GSG1,0.959,0.183861,1.3716206,-4.49,0.14058132
CMKLR1,0.959,0.183871,1.3715867,-4.49,0.13548493
OR7E19P,0.959,0.183932,1.3713891,-4.49,0.13507481
NOP16,0.959,0.183936,1.3713741,-4.49,0.12573934
RECK,0.959,0.184058,-1.3709793,-4.49,-0.20489917
,0.959,0.18408,1.3709062,-4.49,0.10264959
LDB1,0.959,0.184095,-1.3708569,-4.49,-0.08419008
FTH1,0.959,0.18411,1.3708077,-4.49,0.10000276
CKAP2,0.959,0.184167,-1.370623,-4.49,-0.24048138
IKBKAP,0.959,0.184263,-1.3703111,-4.49,-0.23699627
ZNF573,0.959,0.184351,-1.3700261,-4.49,-0.17469387
TANK,0.959,0.184363,-1.3699859,-4.49,-0.1283885
APBB2,0.959,0.184432,1.3697636,-4.49,0.09650614
NBN,0.959,0.184456,-1.3696847,-4.49,-0.22209344
HIST1H3F///HIST1H3B///HIST1H3H///HIST1H3J///HIST1H3G///HIST1H3I///HIST1H3E///HIST1H3C///HIST1H3D///HIST1H3A,0.959,0.184545,1.3693954,-4.49,0.0943141
COL3A1,0.959,0.184555,1.3693638,-4.49,0.10867124
CACTIN,0.959,0.184626,1.3691316,-4.49,0.09716339
CD96,0.959,0.184635,-1.3691046,-4.49,-0.28818159
IGHD,0.959,0.184639,-1.3690893,-4.49,-0.29239869
ATOH1,0.959,0.184675,1.3689738,-4.49,0.12770348
EDIL3,0.959,0.184718,1.3688325,-4.49,0.1377079
PSG6,0.959,0.184799,1.3685713,-4.49,0.11080265
AGXT,0.959,0.184832,1.3684641,-4.49,0.11385217
MINOS1P1,0.959,0.184891,-1.3682717,-4.49,-0.16977453
,0.959,0.184982,-1.3679784,-4.49,-0.11180515
IGF1,0.959,0.184997,1.3679286,-4.49,0.12461634
,0.959,0.185067,1.3677029,-4.49,0.12763095
CASKIN2,0.959,0.1851,1.3675951,-4.49,0.11235218
,0.959,0.185133,1.3674876,-4.49,0.07537754
TOP1,0.959,0.185151,-1.3674305,-4.49,-0.16785307
PHC3,0.959,0.185188,-1.3673118,-4.49,-0.11620693
DCLK2,0.959,0.185191,1.3673007,-4.49,0.12799311
TFCP2,0.959,0.185259,1.3670807,-4.49,0.11580381
FBXO28,0.959,0.185363,-1.366744,-4.49,-0.21694117
EDEM1,0.959,0.185374,-1.3667093,-4.49,-0.12683516
IZUMO4,0.959,0.185414,1.366579,-4.49,0.14506669
COX7C,0.959,0.185484,1.3663535,-4.5,0.30095534
PTP4A3,0.959,0.185494,1.3663211,-4.5,0.1434885
SNORD45C///SNORD45A///SNORD45B///RABGGTB,0.959,0.185515,-1.3662515,-4.5,-0.2339592
TUG1,0.959,0.185542,-1.366164,-4.5,-0.10361805
CAP1,0.959,0.185566,1.3660881,-4.5,0.09647865
LOC101060399///CDR2,0.959,0.185582,-1.3660354,-4.5,-0.25278997
ATP2A2,0.959,0.185613,-1.3659351,-4.5,-0.17061877
XPO6,0.959,0.185634,1.3658668,-4.5,0.13975477
NMT2,0.959,0.185645,-1.3658313,-4.5,-0.22757778
MTSS1,0.959,0.185647,-1.3658246,-4.5,-0.08171229
,0.959,0.185658,-1.3657915,-4.5,-0.20659351
NTAN1,0.959,0.185688,1.3656948,-4.5,0.16815147
AMBP,0.959,0.185711,1.3656189,-4.5,0.14749031
FKBP9,0.959,0.185854,1.3651569,-4.5,0.12582231
EIF1AX,0.959,0.185871,-1.3651026,-4.5,-0.21996427
TM4SF20,0.959,0.185892,1.3650333,-4.5,0.12010407
B3GALT4,0.959,0.18593,1.3649121,-4.5,0.10920143
PLXNB2,0.959,0.185934,-1.3649004,-4.5,-0.13997049
SRRT,0.959,0.185964,-1.3648022,-4.5,-0.15491724
SP4,0.959,0.186019,-1.3646253,-4.5,-0.11926384
HBEGF,0.959,0.186022,1.3646165,-4.5,0.12587051
USP34,0.959,0.186083,-1.3644171,-4.5,-0.08836393
,0.959,0.186106,1.3643444,-4.5,0.08655205
,0.959,0.186137,1.3642444,-4.5,0.1038805
LINC00094,0.959,0.18621,-1.3640103,-4.5,-0.15382032
ERVH-6,0.959,0.186221,1.3639745,-4.5,0.12533655
RFC5,0.959,0.186273,1.3638056,-4.5,0.14845448
RND3,0.959,0.18637,-1.3634924,-4.5,-0.07657328
PTPRC,0.959,0.186416,-1.3633458,-4.5,-0.21010695
RASGRP3,0.959,0.186442,-1.3632613,-4.5,-0.2217967
SPIDR,0.959,0.186464,1.3631899,-4.5,0.15539074
FBXW4P1,0.959,0.186527,-1.3629879,-4.5,-0.15060444
RBFOX2,0.959,0.186528,1.3629855,-4.5,0.14001975
SARS2,0.959,0.186559,1.3628842,-4.5,0.08332515
UBL3,0.959,0.186567,-1.3628586,-4.5,-0.19085994
FA2H,0.959,0.186628,1.3626608,-4.5,0.12789402
APOBEC3F,0.959,0.186781,1.36217,-4.5,0.14388752
RPSAP19///RPSAP9///SNORA6///RPSAP58///SNORA62///RPSA,0.959,0.186804,1.3620968,-4.5,0.15824747
IKBKE,0.959,0.186902,-1.3617801,-4.5,-0.10429192
BRF2,0.959,0.186903,1.3617792,-4.5,0.0661231
E2F5,0.959,0.186912,1.3617479,-4.5,0.07955613
MAP4K5,0.959,0.186958,-1.3616015,-4.5,-0.20301957
TUBA3D///TUBA3C,0.959,0.186985,1.3615143,-4.5,0.09921894
ACKR2,0.959,0.187019,1.361406,-4.5,0.14099755
LUC7L3,0.959,0.187019,-1.3614059,-4.5,-0.17441816
STK38,0.959,0.187032,-1.3613634,-4.5,-0.13839274
CCDC92,0.959,0.187069,-1.361243,-4.5,-0.14519386
ESR1,0.959,0.187078,1.3612171,-4.5,0.10349855
,0.959,0.187135,-1.3610333,-4.5,-0.13688962
,0.959,0.187225,-1.3607441,-4.5,-0.13861675
PTPRCAP,0.959,0.18732,1.3604385,-4.5,0.14194651
KLRB1,0.959,0.187372,1.3602724,-4.5,0.25814934
NDUFB8,0.959,0.187485,-1.3599099,-4.5,-0.15419264
CYP2C8,0.959,0.187515,1.3598139,-4.5,0.08499651
PITPNM3,0.959,0.187565,1.3596516,-4.5,0.12414339
NUP155,0.959,0.187662,-1.3593413,-4.5,-0.11836376
KIR2DS2,0.959,0.187716,1.3591689,-4.5,0.24729114
MITF,0.959,0.187775,-1.3589801,-4.5,-0.11400824
PGGHG,0.959,0.187818,-1.358842,-4.5,-0.15662384
SNORD19B///GNL3,0.959,0.187837,1.3587823,-4.5,0.20225797
TCTN2,0.959,0.187875,1.3586612,-4.5,0.11610656
PLEKHB2,0.959,0.187877,-1.358653,-4.5,-0.16711845
CHI3L1,0.959,0.187887,-1.3586215,-4.5,-0.59904799
STK16,0.959,0.18792,1.3585163,-4.5,0.11118326
MIR636///SRSF2,0.959,0.187933,-1.3584744,-4.5,-0.16077051
ADAMTS7,0.959,0.187945,1.3584363,-4.5,0.10097976
NHLRC2,0.959,0.187945,-1.3584343,-4.5,-0.14496198
AVIL,0.959,0.187999,-1.3582633,-4.5,-0.18466382
AKR1C3,0.959,0.188,1.358259,-4.5,0.34791493
ITGA10,0.959,0.18808,-1.358005,-4.5,-0.09193544
MKLN1,0.959,0.188097,-1.3579504,-4.5,-0.11654201
KTN1,0.959,0.18815,-1.3577792,-4.5,-0.21742406
MTMR4,0.959,0.188152,-1.3577742,-4.5,-0.1282671
USP29,0.959,0.188161,1.3577458,-4.5,0.08354731
ESRRG,0.959,0.188185,1.3576676,-4.5,0.09228654
UBBP1,0.959,0.188246,-1.3574739,-4.5,-0.22949209
AQP6,0.959,0.188304,1.3572882,-4.5,0.11873999
GLP1R,0.959,0.188362,1.357103,-4.5,0.12335258
BAIAP3,0.959,0.188424,1.3569056,-4.5,0.1041059
BAD,0.959,0.188463,1.3567807,-4.5,0.11344175
NPPA,0.959,0.188479,1.3567294,-4.5,0.11702485
RNF31///IRF9,0.959,0.188518,1.3566035,-4.5,0.1029232
PPP1R3A,0.959,0.188537,1.3565442,-4.5,0.08597391
GLTSCR1,0.959,0.188559,-1.3564745,-4.5,-0.08386073
ZNF254,0.959,0.188605,-1.3563267,-4.5,-0.07274311
DIDO1,0.959,0.188666,-1.356131,-4.5,-0.11360793
CHMP5,0.959,0.188749,1.3558677,-4.5,0.25979209
CNTN1,0.959,0.188975,1.3551464,-4.5,0.07603717
SAP30,0.959,0.188992,1.3550926,-4.5,0.09761047
MED13,0.959,0.188993,-1.3550885,-4.5,-0.20834441
SYNM,0.959,0.188998,-1.3550725,-4.5,-0.1382462
MFSD7,0.959,0.189015,1.3550198,-4.5,0.11416936
,0.959,0.189057,1.3548844,-4.5,0.10501761
RRP8,0.959,0.189086,1.3547929,-4.5,0.09410644
CAT,0.959,0.189107,1.3547268,-4.5,0.22667894
CD320,0.959,0.189127,1.3546629,-4.5,0.09366031
HTR4,0.959,0.189127,1.3546618,-4.5,0.08965301
DTX3,0.959,0.189162,1.3545521,-4.5,0.12532382
PRDX4,0.959,0.189199,1.3544323,-4.5,0.24431553
DST,0.959,0.189223,1.3543568,-4.5,0.09371343
C9orf116,0.959,0.189421,1.3537267,-4.5,0.13673654
CDK5RAP1,0.959,0.189524,1.3533978,-4.5,0.08151894
LY6H,0.959,0.189542,1.3533407,-4.5,0.12218599
CYP2B6,0.959,0.189635,1.3530455,-4.5,0.0962513
KMO,0.959,0.189672,-1.352928,-4.51,-0.14443774
TSC1,0.959,0.189735,-1.3527273,-4.51,-0.10928879
PAPSS2,0.959,0.189775,-1.3526021,-4.51,-0.18559303
,0.959,0.18991,1.3521721,-4.51,0.1485251
PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3,0.959,0.189951,-1.3520412,-4.51,-0.1085319
REC8,0.959,0.189989,1.3519208,-4.51,0.07888532
COPS8,0.959,0.190058,-1.3517017,-4.51,-0.13395152
CUL4B,0.959,0.190086,-1.3516127,-4.51,-0.15775313
SLC27A3,0.959,0.190121,1.3515042,-4.51,0.1493587
SRD5A1,0.959,0.190125,-1.3514917,-4.51,-0.20533915
TCEB2,0.959,0.190132,1.3514671,-4.51,0.11390371
RPS14,0.959,0.190194,1.3512724,-4.51,0.10210862
RAB2A,0.959,0.190231,-1.351155,-4.51,-0.1292809
CSTF2T,0.959,0.190236,-1.351138,-4.51,-0.26108909
AHSG,0.959,0.190311,1.3509024,-4.51,0.12514877
RCN1,0.959,0.190322,-1.3508657,-4.51,-0.10071263
QDPR,0.959,0.190357,-1.3507564,-4.51,-0.20754256
MYO7A,0.959,0.190371,1.3507118,-4.51,0.10829439
SMARCE1,0.959,0.19038,-1.3506832,-4.51,-0.18614197
PDCD2,0.959,0.190383,1.350672,-4.51,0.14887915
NR6A1,0.959,0.190438,1.3505001,-4.51,0.1142313
SSX2IP,0.959,0.1905,1.3503011,-4.51,0.08604698
LOC101930583///GOLGA8B///GOLGA8A,0.959,0.190705,-1.3496545,-4.51,-0.09700632
GPRC5C,0.959,0.190726,1.3495877,-4.51,0.10717607
TAF4B,0.959,0.190735,1.3495587,-4.51,0.09412408
